"date_updated","state","start_date","end_date","tot_cases","new_cases","tot_deaths","new_deaths","new_historic_cases","new_historic_deaths"
"11/11/2021","CA","11/04/2021","11/10/2021","4,963,427","43,531","72,130","529","0","0"
"11/18/2021","CA","11/11/2021","11/17/2021","5,000,027","36,600","72,708","578","0","0"
"11/25/2021","CA","11/18/2021","11/24/2021","5,035,140","35,113","73,365","657","0","0"
"12/02/2021","CA","11/25/2021","12/01/2021","5,067,257","32,117","73,822","457","0","0"
"12/09/2021","CA","12/02/2021","12/08/2021","5,116,904","49,647","74,349","527","0","0"
"12/16/2021","CA","12/09/2021","12/15/2021","5,160,774","43,870","74,794","445","0","0"
"12/23/2021","CA","12/16/2021","12/22/2021","5,226,636","65,862","75,281","487","0","0"
"12/30/2021","CA","12/23/2021","12/29/2021","5,412,140","185,504","75,628","347","0","0"
"01/06/2022","CA","12/30/2021","01/05/2022","5,832,584","420,444","76,053","425","0","0"
"01/13/2022","CA","01/06/2022","01/12/2022","6,623,538","790,954","76,683","630","0","0"
"01/20/2022","CA","01/13/2022","01/19/2022","7,412,032","788,494","77,357","674","0","0"
"01/27/2022","CA","01/20/2022","01/26/2022","8,120,396","708,364","78,315","958","0","0"
"02/03/2022","CA","01/27/2022","02/02/2022","8,516,792","396,396","79,598","1,283","0","0"
"02/10/2022","CA","02/03/2022","02/09/2022","8,726,658","209,866","80,910","1,312","0","0"
"02/17/2022","CA","02/10/2022","02/16/2022","8,839,823","113,165","82,380","1,470","0","0"
"02/24/2022","CA","02/17/2022","02/23/2022","8,914,113","74,290","83,575","1,195","0","0"
"03/03/2022","CA","02/24/2022","03/02/2022","8,968,139","54,026","84,921","1,346","0","0"
"03/10/2022","CA","03/03/2022","03/09/2022","9,014,893","46,754","86,176","1,255","0","0"
"03/17/2022","CA","03/10/2022","03/16/2022","9,034,629","19,736","86,924","748","0","0"
"03/24/2022","CA","03/17/2022","03/23/2022","9,065,847","31,218","87,584","660","0","0"
"03/31/2022","CA","03/24/2022","03/30/2022","9,084,830","18,983","88,045","461","0","0"
"04/07/2022","CA","03/31/2022","04/06/2022","9,105,148","20,318","88,348","303","0","0"
"04/14/2022","CA","04/07/2022","04/13/2022","9,114,913","9,765","88,551","203","0","0"
"04/21/2022","CA","04/14/2022","04/20/2022","9,155,058","40,145","89,051","500","0","0"
"04/28/2022","CA","04/21/2022","04/27/2022","9,198,534","43,476","89,383","332","0","0"
"05/05/2022","CA","04/28/2022","05/04/2022","9,247,004","48,470","89,691","308","0","0"
"05/12/2022","CA","05/05/2022","05/11/2022","9,307,414","60,410","89,945","254","0","0"
"05/19/2022","CA","05/12/2022","05/18/2022","9,385,311","77,897","90,216","271","0","0"
"05/26/2022","CA","05/19/2022","05/25/2022","9,493,324","108,013","90,486","270","0","0"
"06/02/2022","CA","05/26/2022","06/01/2022","9,602,502","109,178","90,719","233","0","0"
"06/09/2022","CA","06/02/2022","06/08/2022","9,717,111","114,609","90,891","172","0","0"
"06/16/2022","CA","06/09/2022","06/15/2022","9,839,072","121,961","91,104","213","0","0"
"06/23/2022","CA","06/16/2022","06/22/2022","9,946,098","107,026","91,309","205","0","0"
"06/30/2022","CA","06/23/2022","06/29/2022","10,076,018","129,920","91,514","205","0","0"
"07/07/2022","CA","06/30/2022","07/06/2022","10,212,490","136,472","91,785","271","0","0"
"07/14/2022","CA","07/07/2022","07/13/2022","10,345,430","132,940","92,053","268","0","0"
"07/21/2022","CA","07/14/2022","07/20/2022","10,495,155","149,725","92,290","237","0","0"
"07/28/2022","CA","07/21/2022","07/27/2022","10,632,003","136,848","92,591","301","0","0"
"08/04/2022","CA","07/28/2022","08/03/2022","10,748,851","116,848","92,883","292","0","0"
"08/11/2022","CA","08/04/2022","08/10/2022","10,844,550","95,699","93,175","292","0","0"
"08/18/2022","CA","08/11/2022","08/17/2022","10,930,234","85,684","93,490","315","0","0"
"08/25/2022","CA","08/18/2022","08/24/2022","11,006,684","76,450","93,792","302","0","0"
"09/01/2022","CA","08/25/2022","08/31/2022","11,075,694","69,010","94,055","263","0","0"
"09/08/2022","CA","09/01/2022","09/07/2022","11,137,381","61,687","94,296","241","0","0"
"09/15/2022","CA","09/08/2022","09/14/2022","11,184,654","47,273","94,676","380","0","0"
"09/22/2022","CA","09/15/2022","09/21/2022","11,220,161","35,507","94,934","258","0","0"
"09/29/2022","CA","09/22/2022","09/28/2022","11,253,453","33,292","95,154","220","0","0"
"10/06/2022","CA","09/29/2022","10/05/2022","11,284,337","30,884","95,401","247","0","0"
"10/13/2022","CA","10/06/2022","10/12/2022","11,309,237","24,900","95,573","172","0","0"
"10/20/2022","CA","10/13/2022","10/19/2022","11,329,293","20,056","95,723","150","0","0"
"10/27/2022","CA","10/20/2022","10/26/2022","11,353,420","24,127","96,049","326","0","0"
"11/03/2022","CA","10/27/2022","11/02/2022","11,375,879","22,459","96,183","134","0","0"
"11/10/2022","CA","11/03/2022","11/09/2022","11,401,616","25,737","96,330","147","0","0"
"11/17/2022","CA","11/10/2022","11/16/2022","11,435,904","34,288","96,486","156","0","0"
"11/24/2022","CA","11/17/2022","11/23/2022","11,477,182","41,278","96,697","211","0","0"
"12/01/2022","CA","11/24/2022","11/30/2022","11,521,451","44,269","96,798","101","0","0"
"12/08/2022","CA","12/01/2022","12/07/2022","11,601,996","80,545","96,978","180","0","0"
"12/15/2022","CA","12/08/2022","12/14/2022","11,669,698","67,702","97,198","220","0","0"
"12/22/2022","CA","12/15/2022","12/21/2022","11,757,238","87,540","97,506","308","0","0"
"12/29/2022","CA","12/22/2022","12/28/2022","11,812,914","55,676","97,753","247","0","0"
"01/05/2023","CA","12/29/2022","01/04/2023","11,870,415","57,501","98,027","274","0","0"
"01/12/2023","CA","01/05/2023","01/11/2023","11,914,952","44,537","98,384","357","0","0"
"01/19/2023","CA","01/12/2023","01/18/2023","11,945,850","30,898","98,795","411","0","0"
"01/26/2023","CA","01/19/2023","01/25/2023","11,970,948","25,098","99,125","330","0","0"
"02/02/2023","CA","01/26/2023","02/01/2023","11,996,279","25,331","99,397","272","0","0"
"02/09/2023","CA","02/02/2023","02/08/2023","12,023,397","27,118","99,689","292","0","0"
"02/16/2023","CA","02/09/2023","02/15/2023","12,050,878","27,481","99,955","266","0","0"
"02/23/2023","CA","02/16/2023","02/22/2023","12,075,768","24,890","100,184","229","0","0"
"03/02/2023","CA","02/23/2023","03/01/2023","12,101,930","26,162","100,419","235","0","0"
"03/09/2023","CA","03/02/2023","03/08/2023","12,124,967","23,037","100,639","220","0","0"
"03/16/2023","CA","03/09/2023","03/15/2023","12,145,948","20,981","100,796","157","0","0"
"03/23/2023","CA","03/16/2023","03/22/2023","12,163,930","17,982","101,019","223","0","0"
"03/30/2023","CA","03/23/2023","03/29/2023","12,181,194","17,264","101,192","173","0","0"
"04/06/2023","CA","03/30/2023","04/05/2023","12,194,519","13,325","101,310","118","0","0"
"04/13/2023","CA","04/06/2023","04/12/2023","12,205,573","11,054","101,434","124","0","0"
"04/20/2023","CA","04/13/2023","04/19/2023","12,218,091","12,518","101,549","115","0","0"
"04/27/2023","CA","04/20/2023","04/26/2023","12,230,624","12,533","101,663","114","0","0"
"05/04/2023","CA","04/27/2023","05/03/2023","12,242,634","12,010","101,777","114","0","0"
"05/11/2023","CA","05/04/2023","05/10/2023","12,251,820","9,186","101,886","109","0","0"
"01/23/2020","CO","01/16/2020","01/22/2020","0","0","0","0","0","0"
"01/30/2020","CO","01/23/2020","01/29/2020","0","0","0","0","0","0"
"02/06/2020","CO","01/30/2020","02/05/2020","0","0","0","0","0","0"
"02/13/2020","CO","02/06/2020","02/12/2020","0","0","0","0","0","0"
"02/20/2020","CO","02/13/2020","02/19/2020","0","0","0","0","0","0"
"02/27/2020","CO","02/20/2020","02/26/2020","0","0","0","0","0","0"
"03/05/2020","CO","02/27/2020","03/04/2020","1","1","0","0","0","0"
"03/12/2020","CO","03/05/2020","03/11/2020","42","41","0","0","0","0"
"03/19/2020","CO","03/12/2020","03/18/2020","280","238","5","5","0","0"
"03/26/2020","CO","03/19/2020","03/25/2020","1,417","1,137","26","21","0","0"
"04/02/2020","CO","03/26/2020","04/01/2020","3,744","2,327","86","60","0","0"
"04/09/2020","CO","04/02/2020","04/08/2020","6,286","2,542","233","147","0","0"
"04/16/2020","CO","04/09/2020","04/15/2020","8,957","2,671","463","230","0","0"
"04/23/2020","CO","04/16/2020","04/22/2020","11,488","2,531","699","236","0","0"
"04/30/2020","CO","04/23/2020","04/29/2020","15,882","4,394","930","231","0","0"
"05/07/2020","CO","04/30/2020","05/06/2020","18,687","2,805","1,126","196","0","0"
"05/14/2020","CO","05/07/2020","05/13/2020","21,303","2,616","1,268","142","0","0"
"05/21/2020","CO","05/14/2020","05/20/2020","23,655","2,352","1,361","93","0","0"
"05/28/2020","CO","05/21/2020","05/27/2020","25,715","2,060","1,452","91","0","0"
"06/04/2020","CO","05/28/2020","06/03/2020","27,772","2,057","1,524","72","0","0"
"06/11/2020","CO","06/04/2020","06/10/2020","29,023","1,251","1,576","52","0","0"
"06/18/2020","CO","06/11/2020","06/17/2020","30,394","1,371","1,629","53","0","0"
"06/25/2020","CO","06/18/2020","06/24/2020","31,981","1,587","1,656","27","0","0"
"07/02/2020","CO","06/25/2020","07/01/2020","33,959","1,978","1,674","18","0","0"
"07/09/2020","CO","07/02/2020","07/08/2020","36,197","2,238","1,687","13","0","0"
"07/16/2020","CO","07/09/2020","07/15/2020","39,464","3,267","1,712","25","0","0"
"07/23/2020","CO","07/16/2020","07/22/2020","43,168","3,704","1,748","36","0","0"
"07/30/2020","CO","07/23/2020","07/29/2020","47,320","4,152","1,777","29","0","0"
"08/06/2020","CO","07/30/2020","08/05/2020","50,639","3,319","1,810","33","0","0"
"08/13/2020","CO","08/06/2020","08/12/2020","53,138","2,499","1,846","36","0","0"
"08/20/2020","CO","08/13/2020","08/19/2020","55,314","2,176","1,869","23","0","0"
"08/27/2020","CO","08/20/2020","08/26/2020","57,416","2,102","1,887","18","0","0"
"09/03/2020","CO","08/27/2020","09/02/2020","59,487","2,071","1,910","23","0","0"
"09/10/2020","CO","09/03/2020","09/09/2020","61,500","2,013","1,931","21","0","0"
"09/17/2020","CO","09/10/2020","09/16/2020","64,575","3,075","1,958","27","0","0"
"09/24/2020","CO","09/17/2020","09/23/2020","68,837","4,262","1,978","20","0","0"
"10/01/2020","CO","09/24/2020","09/30/2020","73,066","4,229","2,002","24","0","0"
"10/08/2020","CO","10/01/2020","10/07/2020","77,956","4,890","2,043","41","0","0"
"10/15/2020","CO","10/08/2020","10/14/2020","84,671","6,715","2,077","34","0","0"
"10/22/2020","CO","10/15/2020","10/21/2020","93,287","8,616","2,113","36","0","0"
"10/29/2020","CO","10/22/2020","10/28/2020","105,572","12,285","2,176","63","0","0"
"11/05/2020","CO","10/29/2020","11/04/2020","126,081","20,509","2,277","101","0","0"
"11/12/2020","CO","11/05/2020","11/11/2020","155,213","29,132","2,452","175","0","0"
"11/19/2020","CO","11/12/2020","11/18/2020","192,550","37,337","2,698","246","0","0"
"11/26/2020","CO","11/19/2020","11/25/2020","228,449","35,899","2,982","284","0","0"
"12/03/2020","CO","11/26/2020","12/02/2020","262,565","34,116","3,337","355","0","0"
"12/10/2020","CO","12/03/2020","12/09/2020","293,913","31,348","3,802","465","0","0"
"12/17/2020","CO","12/10/2020","12/16/2020","316,536","22,623","4,253","451","0","0"
"12/24/2020","CO","12/17/2020","12/23/2020","333,788","17,252","4,652","399","0","0"
"12/31/2020","CO","12/24/2020","12/30/2020","347,485","13,697","4,939","287","0","0"
"01/07/2021","CO","12/31/2020","01/06/2021","363,568","16,083","5,175","236","0","0"
"01/14/2021","CO","01/07/2021","01/13/2021","380,037","16,469","5,356","181","0","0"
"01/21/2021","CO","01/14/2021","01/20/2021","392,024","11,987","5,506","150","0","0"
"01/28/2021","CO","01/21/2021","01/27/2021","402,419","10,395","5,640","134","0","0"
"02/04/2021","CO","01/28/2021","02/03/2021","411,664","9,245","5,760","120","0","0"
"02/11/2021","CO","02/04/2021","02/10/2021","420,454","8,790","5,857","97","0","0"
"02/18/2021","CO","02/11/2021","02/17/2021","427,494","7,040","5,925","68","0","0"
"02/25/2021","CO","02/18/2021","02/24/2021","435,158","7,664","5,974","49","0","0"
"03/04/2021","CO","02/25/2021","03/03/2021","442,448","7,290","6,022","48","0","0"
"03/11/2021","CO","03/04/2021","03/10/2021","449,264","6,816","6,065","43","0","0"
"03/18/2021","CO","03/11/2021","03/17/2021","455,667","6,403","6,089","24","0","0"
"03/25/2021","CO","03/18/2021","03/24/2021","463,596","7,929","6,119","30","0","0"
"04/01/2021","CO","03/25/2021","03/31/2021","472,303","8,707","6,153","34","0","0"
"04/08/2021","CO","04/01/2021","04/07/2021","482,807","10,504","6,188","35","0","0"
"04/15/2021","CO","04/08/2021","04/14/2021","493,836","11,029","6,209","21","0","0"
"04/22/2021","CO","04/15/2021","04/21/2021","505,575","11,739","6,266","57","0","0"
"04/29/2021","CO","04/22/2021","04/28/2021","517,467","11,892","6,314","48","0","0"
"05/06/2021","CO","04/29/2021","05/05/2021","527,637","10,170","6,367","53","0","0"
"05/13/2021","CO","05/06/2021","05/12/2021","536,509","8,872","6,433","66","0","0"
"05/20/2021","CO","05/13/2021","05/19/2021","542,520","6,011","6,511","78","0","0"
"05/27/2021","CO","05/20/2021","05/26/2021","547,853","5,333","6,564","53","0","0"
"06/03/2021","CO","05/27/2021","06/02/2021","551,172","3,319","6,622","58","0","0"
"06/10/2021","CO","06/03/2021","06/09/2021","554,307","3,135","6,674","52","0","0"
"06/17/2021","CO","06/10/2021","06/16/2021","556,761","2,454","6,724","50","0","0"
"06/24/2021","CO","06/17/2021","06/23/2021","559,045","2,284","6,762","38","0","0"
"07/01/2021","CO","06/24/2021","06/30/2021","561,466","2,421","6,796","34","0","0"
"07/08/2021","CO","07/01/2021","07/07/2021","563,865","2,399","6,828","32","0","0"
"07/15/2021","CO","07/08/2021","07/14/2021","566,926","3,061","6,872","44","0","0"
"07/22/2021","CO","07/15/2021","07/21/2021","570,767","3,841","6,902","30","0","0"
"07/29/2021","CO","07/22/2021","07/28/2021","575,968","5,201","6,938","36","0","0"
"08/05/2021","CO","07/29/2021","08/04/2021","582,541","6,573","6,975","37","0","0"
"08/12/2021","CO","08/05/2021","08/11/2021","590,199","7,658","7,006","31","0","0"
"08/19/2021","CO","08/12/2021","08/18/2021","599,326","9,127","7,064","58","0","0"
"08/26/2021","CO","08/19/2021","08/25/2021","610,820","11,494","7,127","63","0","0"
"09/02/2021","CO","08/26/2021","09/01/2021","623,444","12,624","7,211","84","0","0"
"09/09/2021","CO","09/02/2021","09/08/2021","635,785","12,341","7,295","84","0","0"
"09/16/2021","CO","09/09/2021","09/15/2021","650,007","14,222","7,395","100","0","0"
"09/23/2021","CO","09/16/2021","09/22/2021","663,162","13,155","7,504","109","0","0"
"09/30/2021","CO","09/23/2021","09/29/2021","676,246","13,084","7,620","116","0","0"
"10/07/2021","CO","09/30/2021","10/06/2021","690,977","14,731","7,771","151","0","0"
"10/14/2021","CO","10/07/2021","10/13/2021","706,565","15,588","7,922","151","0","0"
"10/21/2021","CO","10/14/2021","10/20/2021","722,054","15,489","8,071","149","0","0"
"10/28/2021","CO","10/21/2021","10/27/2021","741,295","19,241","8,248","177","0","0"
"11/04/2021","CO","10/28/2021","11/03/2021","762,353","21,058","8,456","208","0","0"
"11/11/2021","CO","11/04/2021","11/10/2021","786,881","24,528","8,707","251","0","0"
"11/18/2021","CO","11/11/2021","11/17/2021","810,975","24,094","8,967","260","0","0"
"11/25/2021","CO","11/18/2021","11/24/2021","831,410","20,435","9,244","277","0","0"
"12/02/2021","CO","11/25/2021","12/01/2021","848,014","16,604","9,499","255","0","0"
"12/09/2021","CO","12/02/2021","12/08/2021","864,187","16,173","9,767","268","0","0"
"12/16/2021","CO","12/09/2021","12/15/2021","876,291","12,104","10,002","235","0","0"
"12/23/2021","CO","12/16/2021","12/22/2021","895,715","19,424","10,227","225","0","0"
"12/30/2021","CO","12/23/2021","12/29/2021","945,138","49,423","10,414","187","0","0"
"01/06/2022","CO","12/30/2021","01/05/2022","1,036,662","91,524","10,577","163","0","0"
"01/13/2022","CO","01/06/2022","01/12/2022","1,157,890","121,228","10,764","187","0","0"
"01/20/2022","CO","01/13/2022","01/19/2022","1,262,269","104,379","11,017","253","0","0"
"01/27/2022","CO","01/20/2022","01/26/2022","1,333,933","71,664","11,336","319","0","0"
"02/03/2022","CO","01/27/2022","02/02/2022","1,372,156","38,223","11,626","290","0","0"
"02/10/2022","CO","02/03/2022","02/09/2022","1,391,330","19,174","11,881","255","0","0"
"02/17/2022","CO","02/10/2022","02/16/2022","1,401,973","10,643","12,073","192","0","0"
"02/24/2022","CO","02/17/2022","02/23/2022","1,408,150","6,177","12,198","125","0","0"
"03/03/2022","CO","02/24/2022","03/02/2022","1,412,888","4,738","12,294","96","0","0"
"03/10/2022","CO","03/03/2022","03/09/2022","1,416,203","3,315","12,357","63","0","0"
"03/17/2022","CO","03/10/2022","03/16/2022","1,419,143","2,940","12,400","43","0","0"
"03/24/2022","CO","03/17/2022","03/23/2022","1,421,530","2,387","12,431","31","0","0"
"03/31/2022","CO","03/24/2022","03/30/2022","1,423,846","2,316","12,453","22","0","0"
"04/07/2022","CO","03/31/2022","04/06/2022","1,426,441","2,595","12,467","14","0","0"
"04/14/2022","CO","04/07/2022","04/13/2022","1,429,541","3,100","12,479","12","0","0"
"04/21/2022","CO","04/14/2022","04/20/2022","1,433,974","4,433","12,491","12","0","0"
"04/28/2022","CO","04/21/2022","04/27/2022","1,439,192","5,218","12,504","13","0","0"
"05/05/2022","CO","04/28/2022","05/04/2022","1,446,003","6,811","12,516","12","0","0"
"05/12/2022","CO","05/05/2022","05/11/2022","1,454,904","8,901","12,534","18","0","0"
"05/19/2022","CO","05/12/2022","05/18/2022","1,465,949","11,045","12,554","20","0","0"
"05/26/2022","CO","05/19/2022","05/25/2022","1,478,514","12,565","12,580","26","0","0"
"06/02/2022","CO","05/26/2022","06/01/2022","1,492,023","13,509","12,604","24","0","0"
"06/09/2022","CO","06/02/2022","06/08/2022","1,509,178","17,155","12,657","53","0","0"
"06/16/2022","CO","06/09/2022","06/15/2022","1,524,664","15,486","12,706","49","0","0"
"06/23/2022","CO","06/16/2022","06/22/2022","1,538,730","14,066","12,753","47","0","0"
"06/30/2022","CO","06/23/2022","06/29/2022","1,554,594","15,864","12,810","57","0","0"
"07/07/2022","CO","06/30/2022","07/06/2022","1,567,601","13,007","12,865","55","0","0"
"07/14/2022","CO","07/07/2022","07/13/2022","1,581,678","14,077","12,909","44","0","0"
"07/21/2022","CO","07/14/2022","07/20/2022","1,593,917","12,239","12,944","35","0","0"
"07/28/2022","CO","07/21/2022","07/27/2022","1,605,039","11,122","12,994","50","0","0"
"08/04/2022","CO","07/28/2022","08/03/2022","1,614,456","9,417","13,046","52","0","0"
"08/11/2022","CO","08/04/2022","08/10/2022","1,622,467","8,011","13,083","37","0","0"
"08/18/2022","CO","08/11/2022","08/17/2022","1,629,195","6,728","13,119","36","0","0"
"08/25/2022","CO","08/18/2022","08/24/2022","1,635,324","6,129","13,157","38","0","0"
"09/01/2022","CO","08/25/2022","08/31/2022","1,641,692","6,368","13,178","21","0","0"
"09/08/2022","CO","09/01/2022","09/07/2022","1,646,425","4,733","13,212","34","0","0"
"09/15/2022","CO","09/08/2022","09/14/2022","1,651,248","4,823","13,243","31","0","0"
"09/22/2022","CO","09/15/2022","09/21/2022","1,655,774","4,526","13,276","33","0","0"
"09/29/2022","CO","09/22/2022","09/28/2022","1,660,159","4,385","13,320","44","0","0"
"10/06/2022","CO","09/29/2022","10/05/2022","1,664,287","4,128","13,347","27","0","0"
"10/13/2022","CO","10/06/2022","10/12/2022","1,668,335","4,048","13,373","26","0","0"
"10/20/2022","CO","10/13/2022","10/19/2022","1,672,827","4,492","13,398","25","0","0"
"10/27/2022","CO","10/20/2022","10/26/2022","1,677,742","4,915","13,426","28","0","0"
"11/03/2022","CO","10/27/2022","11/02/2022","1,683,545","5,803","13,457","31","0","0"
"11/10/2022","CO","11/03/2022","11/09/2022","1,690,725","7,180","13,497","40","0","0"
"11/17/2022","CO","11/10/2022","11/16/2022","1,698,550","7,825","13,537","40","0","0"
"11/24/2022","CO","11/17/2022","11/23/2022","1,706,926","8,376","13,599","62","0","0"
"12/01/2022","CO","11/24/2022","11/30/2022","1,714,243","7,317","13,649","50","0","0"
"12/08/2022","CO","12/01/2022","12/07/2022","1,721,359","7,116","13,705","56","0","0"
"12/15/2022","CO","12/08/2022","12/14/2022","1,727,352","5,993","13,740","35","0","0"
"12/22/2022","CO","12/15/2022","12/21/2022","1,733,267","5,915","13,792","52","0","0"
"12/29/2022","CO","12/22/2022","12/28/2022","1,736,974","3,707","13,861","69","0","0"
"01/05/2023","CO","12/29/2022","01/04/2023","1,740,561","3,587","13,886","25","0","0"
"01/12/2023","CO","01/05/2023","01/11/2023","1,743,711","3,150","13,931","45","0","0"
"01/19/2023","CO","01/12/2023","01/18/2023","1,745,931","2,220","13,978","47","0","0"
"01/26/2023","CO","01/19/2023","01/25/2023","1,748,447","2,516","14,013","35","0","0"
"02/02/2023","CO","01/26/2023","02/01/2023","1,751,204","2,757","14,030","17","0","0"
"02/09/2023","CO","02/02/2023","02/08/2023","1,754,384","3,180","14,056","26","0","0"
"02/16/2023","CO","02/09/2023","02/15/2023","1,757,535","3,151","14,076","20","0","0"
"02/23/2023","CO","02/16/2023","02/22/2023","1,760,772","3,237","14,077","1","0","0"
"03/02/2023","CO","02/23/2023","03/01/2023","1,763,777","3,005","14,099","22","0","0"
"03/09/2023","CO","03/02/2023","03/08/2023","1,766,589","2,812","14,157","58","0","0"
"03/16/2023","CO","03/09/2023","03/15/2023","1,769,538","2,949","14,174","17","0","0"
"03/23/2023","CO","03/16/2023","03/22/2023","1,771,790","2,252","14,202","28","0","0"
"03/30/2023","CO","03/23/2023","03/29/2023","1,774,060","2,270","14,258","56","0","0"
"04/06/2023","CO","03/30/2023","04/05/2023","1,775,985","1,925","14,290","32","0","0"
"04/13/2023","CO","04/06/2023","04/12/2023","1,777,757","1,772","14,305","15","0","0"
"04/20/2023","CO","04/13/2023","04/19/2023","1,780,134","2,377","14,319","14","0","0"
"04/27/2023","CO","04/20/2023","04/26/2023","1,781,374","1,240","14,349","30","0","0"
"05/04/2023","CO","04/27/2023","05/03/2023","1,782,464","1,090","14,371","22","0","0"
"05/11/2023","CO","05/04/2023","05/10/2023","1,783,663","1,199","14,385","14","0","0"
"01/23/2020","CT","01/16/2020","01/22/2020","0","0","0","0","0","0"
"01/30/2020","CT","01/23/2020","01/29/2020","0","0","0","0","0","0"
"02/06/2020","CT","01/30/2020","02/05/2020","0","0","0","0","0","0"
"02/13/2020","CT","02/06/2020","02/12/2020","0","0","0","0","0","0"
"02/20/2020","CT","02/13/2020","02/19/2020","0","0","0","0","0","0"
"02/27/2020","CT","02/20/2020","02/26/2020","0","0","0","0","0","0"
"03/05/2020","CT","02/27/2020","03/04/2020","0","0","0","0","0","0"
"03/12/2020","CT","03/05/2020","03/11/2020","5","5","0","0","0","0"
"03/19/2020","CT","03/12/2020","03/18/2020","124","119","1","1","0","0"
"03/26/2020","CT","03/19/2020","03/25/2020","1,205","1,081","19","18","0","0"
"04/02/2020","CT","03/26/2020","04/01/2020","4,422","3,217","85","66","0","0"
"04/09/2020","CT","04/02/2020","04/08/2020","9,738","5,316","326","241","0","0"
"04/16/2020","CT","04/09/2020","04/15/2020","16,544","6,806","868","542","0","0"
"04/23/2020","CT","04/16/2020","04/22/2020","22,525","5,981","1,539","671","0","0"
"04/30/2020","CT","04/23/2020","04/29/2020","27,807","5,282","2,168","629","0","0"
"05/07/2020","CT","04/30/2020","05/06/2020","32,238","4,431","2,718","550","0","0"
"05/14/2020","CT","05/07/2020","05/13/2020","36,078","3,840","3,125","407","0","0"
"05/21/2020","CT","05/14/2020","05/20/2020","39,438","3,360","3,529","404","0","0"
"05/28/2020","CT","05/21/2020","05/27/2020","42,197","2,759","3,803","274","0","0"
"06/04/2020","CT","05/28/2020","06/03/2020","43,854","1,657","3,990","187","0","0"
"06/11/2020","CT","06/04/2020","06/10/2020","44,697","843","4,120","130","0","0"
"06/18/2020","CT","06/11/2020","06/17/2020","45,359","662","4,219","99","0","0"
"06/25/2020","CT","06/18/2020","06/24/2020","45,913","554","4,287","68","0","0"
"07/02/2020","CT","06/25/2020","07/01/2020","46,573","660","4,326","39","0","0"
"07/09/2020","CT","07/02/2020","07/08/2020","47,109","536","4,343","17","0","0"
"07/16/2020","CT","07/09/2020","07/15/2020","47,636","527","4,380","37","0","0"
"07/23/2020","CT","07/16/2020","07/22/2020","48,211","575","4,406","26","0","0"
"07/30/2020","CT","07/23/2020","07/29/2020","49,540","1,329","4,425","19","0","0"
"08/06/2020","CT","07/30/2020","08/05/2020","50,225","685","4,436","11","0","0"
"08/13/2020","CT","08/06/2020","08/12/2020","50,707","482","4,449","13","0","0"
"08/20/2020","CT","08/13/2020","08/19/2020","51,314","607","4,455","6","0","0"
"08/27/2020","CT","08/20/2020","08/26/2020","52,220","906","4,462","7","0","0"
"09/03/2020","CT","08/27/2020","09/02/2020","53,108","888","4,467","5","0","0"
"09/10/2020","CT","09/03/2020","09/09/2020","53,871","763","4,474","7","0","0"
"09/17/2020","CT","09/10/2020","09/16/2020","55,166","1,295","4,487","13","0","0"
"09/24/2020","CT","09/17/2020","09/23/2020","56,315","1,149","4,497","10","0","0"
"10/01/2020","CT","09/24/2020","09/30/2020","57,550","1,235","4,508","11","0","0"
"10/08/2020","CT","10/01/2020","10/07/2020","59,364","1,814","4,522","14","0","0"
"10/15/2020","CT","10/08/2020","10/14/2020","61,861","2,497","4,537","15","0","0"
"10/22/2020","CT","10/15/2020","10/21/2020","64,871","3,010","4,567","30","0","0"
"10/29/2020","CT","10/22/2020","10/28/2020","69,127","4,256","4,604","37","0","0"
"11/05/2020","CT","10/29/2020","11/04/2020","75,373","6,246","4,645","41","0","0"
"11/12/2020","CT","11/05/2020","11/11/2020","84,741","9,368","4,716","71","0","0"
"11/19/2020","CT","11/12/2020","11/18/2020","97,028","12,287","4,784","68","0","0"
"11/26/2020","CT","11/19/2020","11/25/2020","109,152","12,124","4,926","142","0","0"
"12/03/2020","CT","11/26/2020","12/02/2020","121,426","12,274","5,091","165","0","0"
"12/10/2020","CT","12/03/2020","12/09/2020","140,548","19,122","5,285","194","0","0"
"12/17/2020","CT","12/10/2020","12/16/2020","157,781","17,233","5,506","221","0","0"
"12/24/2020","CT","12/17/2020","12/23/2020","170,705","12,924","5,735","229","0","0"
"12/31/2020","CT","12/24/2020","12/30/2020","183,663","12,958","5,964","229","0","0"
"01/07/2021","CT","12/31/2020","01/06/2021","199,454","15,791","6,230","266","0","0"
"01/14/2021","CT","01/07/2021","01/13/2021","220,576","21,122","6,536","306","0","0"
"01/21/2021","CT","01/14/2021","01/20/2021","234,134","13,558","6,726","190","0","0"
"01/28/2021","CT","01/21/2021","01/27/2021","247,339","13,205","6,976","250","0","0"
"02/04/2021","CT","01/28/2021","02/03/2021","257,004","9,665","7,157","181","0","0"
"02/11/2021","CT","02/04/2021","02/10/2021","265,496","8,492","7,326","169","0","0"
"02/18/2021","CT","02/11/2021","02/17/2021","270,367","4,871","7,476","150","0","0"
"02/25/2021","CT","02/18/2021","02/24/2021","275,705","5,338","7,593","117","0","0"
"03/04/2021","CT","02/25/2021","03/03/2021","281,408","5,703","7,678","85","0","0"
"03/11/2021","CT","03/04/2021","03/10/2021","286,790","5,382","7,752","74","0","0"
"03/18/2021","CT","03/11/2021","03/17/2021","293,020","6,230","7,805","53","0","0"
