"date_updated","state","start_date","end_date","tot_cases","new_cases","tot_deaths","new_deaths","new_historic_cases","new_historic_deaths"
"02/23/2023","AZ","02/16/2023","02/22/2023","2,434,631","3,716","33,042","39","23,150","0"
"12/22/2022","LA","12/15/2022","12/21/2022","1,507,707","4,041","18,345","21","21,397","0"
"02/23/2023","GA","02/16/2023","02/22/2023","3,061,141","5,298","42,324","88","6,800","0"
"03/30/2023","LA","03/23/2023","03/29/2023","1,588,259","2,203","18,858","23","5,347","0"
"02/02/2023","LA","01/26/2023","02/01/2023","1,548,508","5,725","18,572","47","4,507","0"
"03/23/2023","LA","03/16/2023","03/22/2023","1,580,709","1,961","18,835","35","2,239","0"
"04/27/2023","LA","04/20/2023","04/26/2023","1,597,070","1,884","18,937","25","949","0"
"03/16/2023","NV","03/09/2023","03/15/2023","891,702","1,233","11,937","15","347","0"
"05/11/2023","FL","05/04/2023","05/10/2023","7,572,282","6,937","88,248","0","0","1,109"
"10/27/2022","NYC","10/20/2022","10/26/2022","2,928,439","14,590","42,863","91","0","557"
"09/29/2022","KS","09/22/2022","09/28/2022","878,474","2,593","9,554","-3","0","469"
"02/09/2023","VA","02/02/2023","02/08/2023","2,268,016","8,270","23,452","25","0","299"
"12/08/2022","OK","12/01/2022","12/07/2022","1,225,630","5,242","15,319","0","0","273"
"02/16/2023","VA","02/09/2023","02/15/2023","2,275,330","7,314","23,587","73","0","62"
"04/27/2023","IL","04/20/2023","04/26/2023","4,131,816","4,192","41,970","60","0","44"
"11/03/2022","DC","10/27/2022","11/02/2022","170,041","332","1,397","0","0","5"
"11/10/2022","DC","11/03/2022","11/09/2022","170,482","441","1,402","0","0","5"
"11/03/2022","KS","10/27/2022","11/02/2022","889,485","2,385","9,622","13","0","1"
"05/28/2020","AK","05/21/2020","05/27/2020","427","23","10","0","0","0"
"06/04/2020","AK","05/28/2020","06/03/2020","518","91","10","0","0","0"
"06/11/2020","AK","06/04/2020","06/10/2020","616","98","11","1","0","0"
"06/18/2020","AK","06/11/2020","06/17/2020","713","97","12","1","0","0"
"06/25/2020","AK","06/18/2020","06/24/2020","821","108","12","0","0","0"
"07/02/2020","AK","06/25/2020","07/01/2020","1,020","199","13","1","0","0"
"07/09/2020","AK","07/02/2020","07/08/2020","1,273","253","16","3","0","0"
"07/16/2020","AK","07/09/2020","07/15/2020","1,694","421","16","0","0","0"
"07/23/2020","AK","07/16/2020","07/22/2020","2,202","508","18","2","0","0"
"07/30/2020","AK","07/23/2020","07/29/2020","2,886","684","21","3","0","0"
"08/06/2020","AK","07/30/2020","08/05/2020","3,487","601","25","4","0","0"
"08/13/2020","AK","08/06/2020","08/12/2020","3,978","491","27","2","0","0"
"08/20/2020","AK","08/13/2020","08/19/2020","4,536","558","29","2","0","0"
"08/27/2020","AK","08/20/2020","08/26/2020","5,001","465","36","7","0","0"
"09/03/2020","AK","08/27/2020","09/02/2020","5,475","474","38","2","0","0"
"09/10/2020","AK","09/03/2020","09/09/2020","6,022","547","41","3","0","0"
"09/17/2020","AK","09/10/2020","09/16/2020","6,551","529","43","2","0","0"
"09/24/2020","AK","09/17/2020","09/23/2020","7,193","642","44","1","0","0"
"10/01/2020","AK","09/24/2020","09/30/2020","8,026","833","55","11","0","0"
"10/08/2020","AK","10/01/2020","10/07/2020","9,046","1,020","59","4","0","0"
"10/15/2020","AK","10/08/2020","10/14/2020","10,387","1,341","64","5","0","0"
"10/22/2020","AK","10/15/2020","10/21/2020","11,925","1,538","68","4","0","0"
"10/29/2020","AK","10/22/2020","10/28/2020","14,539","2,614","71","3","0","0"
"11/05/2020","AK","10/29/2020","11/04/2020","17,266","2,727","86","15","0","0"
"11/12/2020","AK","11/05/2020","11/11/2020","20,864","3,598","98","12","0","0"
"11/19/2020","AK","11/12/2020","11/18/2020","25,180","4,316","102","4","0","0"
"11/26/2020","AK","11/19/2020","11/25/2020","29,292","4,112","118","16","0","0"
"12/03/2020","AK","11/26/2020","12/02/2020","33,816","4,524","123","5","0","0"
"12/10/2020","AK","12/03/2020","12/09/2020","38,438","4,622","150","27","0","0"
"12/17/2020","AK","12/10/2020","12/16/2020","41,855","3,417","180","30","0","0"
"12/24/2020","AK","12/17/2020","12/23/2020","44,078","2,223","196","16","0","0"
"12/31/2020","AK","12/24/2020","12/30/2020","45,802","1,724","203","7","0","0"
"01/07/2021","AK","12/31/2020","01/06/2021","47,828","2,026","220","17","0","0"
"01/14/2021","AK","01/07/2021","01/13/2021","49,801","1,973","226","6","0","0"
"01/21/2021","AK","01/14/2021","01/20/2021","51,178","1,377","253","27","0","0"
"01/28/2021","AK","01/21/2021","01/27/2021","52,359","1,181","261","8","0","0"
"02/04/2021","AK","01/28/2021","02/03/2021","53,305","946","279","18","0","0"
"02/11/2021","AK","02/04/2021","02/10/2021","54,294","989","280","1","0","0"
"02/18/2021","AK","02/11/2021","02/17/2021","55,101","807","288","8","0","0"
"02/25/2021","AK","02/18/2021","02/24/2021","55,986","885","289","1","0","0"
"03/04/2021","AK","02/25/2021","03/03/2021","56,862","876","301","12","0","0"
"03/11/2021","AK","03/04/2021","03/10/2021","57,772","910","303","2","0","0"
"03/18/2021","AK","03/11/2021","03/17/2021","58,686","914","305","2","0","0"
"03/25/2021","AK","03/18/2021","03/24/2021","59,630","944","310","5","0","0"
"04/01/2021","AK","03/25/2021","03/31/2021","60,816","1,186","311","1","0","0"
"04/08/2021","AK","04/01/2021","04/07/2021","62,024","1,208","311","0","0","0"
"04/15/2021","AK","04/08/2021","04/14/2021","63,137","1,113","312","1","0","0"
"04/22/2021","AK","04/15/2021","04/21/2021","64,283","1,146","332","20","0","0"
"04/29/2021","AK","04/22/2021","04/28/2021","65,325","1,042","344","12","0","0"
"05/06/2021","AK","04/29/2021","05/05/2021","66,056","731","345","1","0","0"
"05/13/2021","AK","05/06/2021","05/12/2021","66,621","565","350","5","0","0"
"05/20/2021","AK","05/13/2021","05/19/2021","67,074","453","366","16","0","0"
"05/27/2021","AK","05/20/2021","05/26/2021","67,371","297","366","0","0","0"
"06/03/2021","AK","05/27/2021","06/02/2021","67,601","230","366","0","0","0"
"06/10/2021","AK","06/03/2021","06/09/2021","67,786","185","366","0","0","0"
"06/17/2021","AK","06/10/2021","06/16/2021","67,941","155","370","4","0","0"
"06/24/2021","AK","06/17/2021","06/23/2021","68,178","237","371","1","0","0"
"07/01/2021","AK","06/24/2021","06/30/2021","68,435","257","374","3","0","0"
"07/08/2021","AK","07/01/2021","07/07/2021","68,748","313","374","0","0","0"
"07/15/2021","AK","07/08/2021","07/14/2021","69,320","572","378","4","0","0"
"07/22/2021","AK","07/15/2021","07/21/2021","70,519","1,199","379","1","0","0"
"07/29/2021","AK","07/22/2021","07/28/2021","72,065","1,546","383","4","0","0"
"08/05/2021","AK","07/29/2021","08/04/2021","73,957","1,892","390","7","0","0"
"08/12/2021","AK","08/05/2021","08/11/2021","76,069","2,112","397","7","0","0"
"08/19/2021","AK","08/12/2021","08/18/2021","79,070","3,001","409","12","0","0"
"08/26/2021","AK","08/19/2021","08/25/2021","82,427","3,357","435","26","0","0"
"09/02/2021","AK","08/26/2021","09/01/2021","86,078","3,651","445","10","0","0"
"09/09/2021","AK","09/02/2021","09/08/2021","90,342","4,264","453","8","0","0"
"09/16/2021","AK","09/09/2021","09/15/2021","95,229","4,887","465","12","0","0"
"09/23/2021","AK","09/16/2021","09/22/2021","101,487","6,258","478","13","0","0"
"09/30/2021","AK","09/23/2021","09/29/2021","109,923","8,436","563","85","0","0"
"10/07/2021","AK","09/30/2021","10/06/2021","115,667","5,744","581","18","0","0"
"10/14/2021","AK","10/07/2021","10/13/2021","121,844","6,177","608","27","0","0"
"10/21/2021","AK","10/14/2021","10/20/2021","127,374","5,530","687","79","0","0"
"10/28/2021","AK","10/21/2021","10/27/2021","131,999","4,625","712","25","0","0"
"11/04/2021","AK","10/28/2021","11/03/2021","136,133","4,134","733","21","0","0"
"11/11/2021","AK","11/04/2021","11/10/2021","139,524","3,391","827","94","0","0"
"11/18/2021","AK","11/11/2021","11/17/2021","142,443","2,919","838","11","0","0"
"11/25/2021","AK","11/18/2021","11/24/2021","144,792","2,349","866","28","0","0"
"12/02/2021","AK","11/25/2021","12/01/2021","146,508","1,716","877","11","0","0"
"12/09/2021","AK","12/02/2021","12/08/2021","148,018","1,510","882","5","0","0"
"12/16/2021","AK","12/09/2021","12/15/2021","149,237","1,219","885","3","0","0"
"12/23/2021","AK","12/16/2021","12/22/2021","150,283","1,046","972","87","0","0"
"12/30/2021","AK","12/23/2021","12/29/2021","152,363","2,080","974","2","0","0"
"01/06/2022","AK","12/30/2021","01/05/2022","157,886","5,523","975","1","0","0"
"01/13/2022","AK","01/06/2022","01/12/2022","170,052","12,166","981","6","0","0"
"01/20/2022","AK","01/13/2022","01/19/2022","185,787","15,735","1,047","66","0","0"
"01/27/2022","AK","01/20/2022","01/26/2022","202,626","16,839","1,077","30","0","0"
"02/03/2022","AK","01/27/2022","02/02/2022","216,048","13,422","1,089","12","0","0"
"02/10/2022","AK","02/03/2022","02/09/2022","224,165","8,117","1,110","21","0","0"
"02/17/2022","AK","02/10/2022","02/16/2022","228,123","3,958","1,137","27","0","0"
"02/24/2022","AK","02/17/2022","02/23/2022","230,807","2,684","1,159","22","0","0"
"03/03/2022","AK","02/24/2022","03/02/2022","232,898","2,091","1,187","28","0","0"
"03/10/2022","AK","03/03/2022","03/09/2022","235,338","2,440","1,197","10","0","0"
"03/17/2022","AK","03/10/2022","03/16/2022","236,745","1,407","1,198","1","0","0"
"03/24/2022","AK","03/17/2022","03/23/2022","238,168","1,423","1,215","17","0","0"
"03/31/2022","AK","03/24/2022","03/30/2022","239,613","1,445","1,224","9","0","0"
"04/07/2022","AK","03/31/2022","04/06/2022","240,990","1,377","1,224","0","0","0"
"04/14/2022","AK","04/07/2022","04/13/2022","242,227","1,237","1,230","6","0","0"
"04/21/2022","AK","04/14/2022","04/20/2022","243,740","1,513","1,243","13","0","0"
"04/28/2022","AK","04/21/2022","04/27/2022","245,165","1,425","1,247","4","0","0"
"05/05/2022","AK","04/28/2022","05/04/2022","246,582","1,417","1,248","1","0","0"
"05/12/2022","AK","05/05/2022","05/11/2022","248,121","1,539","1,259","11","0","0"
"05/19/2022","AK","05/12/2022","05/18/2022","249,818","1,697","1,270","11","0","0"
"05/26/2022","AK","05/19/2022","05/25/2022","251,699","1,881","1,270","0","0","0"
"06/02/2022","AK","05/26/2022","06/01/2022","253,643","1,944","1,270","0","0","0"
"06/09/2022","AK","06/02/2022","06/08/2022","255,700","2,057","1,270","0","0","0"
"06/16/2022","AK","06/09/2022","06/15/2022","257,682","1,982","1,270","0","0","0"
"06/23/2022","AK","06/16/2022","06/22/2022","259,819","2,137","1,270","0","0","0"
"06/30/2022","AK","06/23/2022","06/29/2022","262,585","2,766","1,270","0","0","0"
"07/07/2022","AK","06/30/2022","07/06/2022","264,573","1,988","1,270","0","0","0"
"07/14/2022","AK","07/07/2022","07/13/2022","266,706","2,133","1,275","5","0","0"
"07/21/2022","AK","07/14/2022","07/20/2022","269,051","2,345","1,275","0","0","0"
"07/28/2022","AK","07/21/2022","07/27/2022","271,101","2,050","1,275","0","0","0"
"08/04/2022","AK","07/28/2022","08/03/2022","273,674","2,573","1,275","0","0","0"
"08/11/2022","AK","08/04/2022","08/10/2022","275,542","1,868","1,296","21","0","0"
"08/18/2022","AK","08/11/2022","08/17/2022","277,007","1,465","1,296","0","0","0"
"08/25/2022","AK","08/18/2022","08/24/2022","278,680","1,673","1,304","8","0","0"
"09/01/2022","AK","08/25/2022","08/31/2022","279,888","1,208","1,304","0","0","0"
"09/08/2022","AK","09/01/2022","09/07/2022","280,767","879","1,304","0","0","0"
"09/15/2022","AK","09/08/2022","09/14/2022","281,717","950","1,329","25","0","0"
"09/22/2022","AK","09/15/2022","09/21/2022","282,361","644","1,329","0","0","0"
"09/29/2022","AK","09/22/2022","09/28/2022","282,911","550","1,329","0","0","0"
"10/06/2022","AK","09/29/2022","10/05/2022","283,548","637","1,356","27","0","0"
"10/13/2022","AK","10/06/2022","10/12/2022","284,059","511","1,356","0","0","0"
"10/20/2022","AK","10/13/2022","10/19/2022","284,406","347","1,356","0","0","0"
"10/27/2022","AK","10/20/2022","10/26/2022","284,785","379","1,376","20","0","0"
"11/03/2022","AK","10/27/2022","11/02/2022","285,144","359","1,376","0","0","0"
"11/10/2022","AK","11/03/2022","11/09/2022","285,343","199","1,376","0","0","0"
"11/17/2022","AK","11/10/2022","11/16/2022","285,733","390","1,399","23","0","0"
"11/24/2022","AK","11/17/2022","11/23/2022","286,163","430","1,399","0","0","0"
"12/01/2022","AK","11/24/2022","11/30/2022","286,561","398","1,399","0","0","0"
"12/08/2022","AK","12/01/2022","12/07/2022","287,057","496","1,399","0","0","0"
"12/15/2022","AK","12/08/2022","12/14/2022","287,411","354","1,399","0","0","0"
"12/22/2022","AK","12/15/2022","12/21/2022","287,791","380","1,418","19","0","0"
"12/29/2022","AK","12/22/2022","12/28/2022","288,123","332","1,418","0","0","0"
"01/05/2023","AK","12/29/2022","01/04/2023","288,494","371","1,418","0","0","0"
"01/12/2023","AK","01/05/2023","01/11/2023","288,964","470","1,418","0","0","0"
"01/19/2023","AK","01/12/2023","01/18/2023","289,613","649","1,418","0","0","0"
"01/26/2023","AK","01/19/2023","01/25/2023","290,267","654","1,436","18","0","0"
"02/02/2023","AK","01/26/2023","02/01/2023","291,060","793","1,436","0","0","0"
"02/09/2023","AK","02/02/2023","02/08/2023","291,752","692","1,436","0","0","0"
"02/16/2023","AK","02/09/2023","02/15/2023","292,538","786","1,436","0","0","0"
"02/23/2023","AK","02/16/2023","02/22/2023","293,313","775","1,449","13","0","0"
"03/02/2023","AK","02/23/2023","03/01/2023","293,761","448","1,449","0","0","0"
"03/09/2023","AK","03/02/2023","03/08/2023","294,343","582","1,449","0","0","0"
"03/16/2023","AK","03/09/2023","03/15/2023","294,791","448","1,449","0","0","0"
"03/23/2023","AK","03/16/2023","03/22/2023","295,287","496","1,449","0","0","0"
"03/30/2023","AK","03/23/2023","03/29/2023","295,801","514","1,468","19","0","0"
"04/06/2023","AK","03/30/2023","04/05/2023","296,202","401","1,468","0","0","0"
"04/13/2023","AK","04/06/2023","04/12/2023","296,560","358","1,468","0","0","0"
"04/20/2023","AK","04/13/2023","04/19/2023","296,921","361","1,468","0","0","0"
"04/27/2023","AK","04/20/2023","04/26/2023","297,201","280","1,468","0","0","0"
"05/04/2023","AK","04/27/2023","05/03/2023","297,389","188","1,468","0","0","0"
"05/11/2023","AK","05/04/2023","05/10/2023","297,588","199","1,468","0","0","0"
"01/23/2020","AL","01/16/2020","01/22/2020","0","0","0","0","0","0"
"01/30/2020","AL","01/23/2020","01/29/2020","0","0","0","0","0","0"
"02/06/2020","AL","01/30/2020","02/05/2020","0","0","0","0","0","0"
"02/13/2020","AL","02/06/2020","02/12/2020","0","0","0","0","0","0"
"02/20/2020","AL","02/13/2020","02/19/2020","0","0","0","0","0","0"
"02/27/2020","AL","02/20/2020","02/26/2020","0","0","0","0","0","0"
"03/05/2020","AL","02/27/2020","03/04/2020","0","0","0","0","0","0"
"03/12/2020","AL","03/05/2020","03/11/2020","3","3","0","0","0","0"
"03/19/2020","AL","03/12/2020","03/18/2020","61","58","0","0","0","0"
"03/26/2020","AL","03/19/2020","03/25/2020","472","411","1","1","0","0"
"04/02/2020","AL","03/26/2020","04/01/2020","1,175","703","26","25","0","0"
"04/09/2020","AL","04/02/2020","04/08/2020","2,614","1,439","65","39","0","0"
"04/16/2020","AL","04/09/2020","04/15/2020","4,307","1,693","110","45","0","0"
"04/23/2020","AL","04/16/2020","04/22/2020","5,692","1,385","193","83","0","0"
"04/30/2020","AL","04/23/2020","04/29/2020","6,979","1,287","255","62","0","0"
"05/07/2020","AL","04/30/2020","05/06/2020","8,769","1,790","341","86","0","0"
"05/14/2020","AL","05/07/2020","05/13/2020","10,822","2,053","448","107","0","0"
"05/21/2020","AL","05/14/2020","05/20/2020","13,186","2,364","522","74","0","0"
"05/28/2020","AL","05/21/2020","05/27/2020","16,263","3,077","583","61","0","0"
"06/04/2020","AL","05/28/2020","06/03/2020","18,954","2,691","650","67","0","0"
"06/11/2020","AL","06/04/2020","06/10/2020","22,659","3,705","742","92","0","0"
"06/18/2020","AL","06/11/2020","06/17/2020","27,941","5,282","787","45","0","0"
"06/25/2020","AL","06/18/2020","06/24/2020","32,878","4,937","886","99","0","0"
"07/02/2020","AL","06/25/2020","07/01/2020","39,647","6,769","974","88","0","0"
"07/09/2020","AL","07/02/2020","07/08/2020","48,149","8,502","1,058","84","0","0"
"07/16/2020","AL","07/09/2020","07/15/2020","60,194","12,045","1,210","152","0","0"
"07/23/2020","AL","07/16/2020","07/22/2020","72,594","12,400","1,364","154","0","0"
"07/30/2020","AL","07/23/2020","07/29/2020","84,652","12,058","1,539","175","0","0"
"08/06/2020","AL","07/30/2020","08/05/2020","95,323","10,671","1,694","155","0","0"
"08/13/2020","AL","08/06/2020","08/12/2020","104,219","8,896","1,879","185","0","0"
"08/20/2020","AL","08/13/2020","08/19/2020","111,696","7,477","1,942","63","0","0"
"08/27/2020","AL","08/20/2020","08/26/2020","119,904","8,208","2,043","101","0","0"
"09/03/2020","AL","08/27/2020","09/02/2020","128,240","8,336","2,211","168","0","0"
"09/10/2020","AL","09/03/2020","09/09/2020","134,061","5,821","2,281","70","0","0"
"09/17/2020","AL","09/10/2020","09/16/2020","140,423","6,362","2,386","105","0","0"
"09/24/2020","AL","09/17/2020","09/23/2020","146,897","6,474","2,465","79","0","0"
"10/01/2020","AL","09/24/2020","09/30/2020","154,772","7,875","2,530","65","0","0"
"10/08/2020","AL","10/01/2020","10/07/2020","161,085","6,313","2,602","72","0","0"
"10/15/2020","AL","10/08/2020","10/14/2020","168,620","7,535","2,706","104","0","0"
"10/22/2020","AL","10/15/2020","10/21/2020","176,605","7,985","2,826","120","0","0"
"10/29/2020","AL","10/22/2020","10/28/2020","188,775","12,170","2,909","83","0","0"
"11/05/2020","AL","10/29/2020","11/04/2020","198,927","10,152","3,003","94","0","0"
"11/12/2020","AL","11/05/2020","11/11/2020","208,637","9,710","3,198","195","0","0"
"11/19/2020","AL","11/12/2020","11/18/2020","223,488","14,851","3,343","145","0","0"
"11/26/2020","AL","11/19/2020","11/25/2020","239,318","15,830","3,528","185","0","0"
"12/03/2020","AL","11/26/2020","12/02/2020","256,828","17,510","3,708","180","0","0"
"12/10/2020","AL","12/03/2020","12/09/2020","280,187","23,359","3,982","274","0","0"
"12/17/2020","AL","12/10/2020","12/16/2020","305,640","25,453","4,196","214","0","0"
"12/24/2020","AL","12/17/2020","12/23/2020","334,569","28,929","4,585","389","0","0"
"12/31/2020","AL","12/24/2020","12/30/2020","356,820","22,251","4,774","189","0","0"
"01/07/2021","AL","12/31/2020","01/06/2021","384,185","27,365","4,987","213","0","0"
"01/14/2021","AL","01/07/2021","01/13/2021","410,996","26,811","5,752","765","0","0"
"01/21/2021","AL","01/14/2021","01/20/2021","429,655","18,659","6,281","529","0","0"
"01/28/2021","AL","01/21/2021","01/27/2021","449,087","19,432","7,169","888","0","0"
"02/04/2021","AL","01/28/2021","02/03/2021","465,061","15,974","8,201","1,032","0","0"
"02/11/2021","AL","02/04/2021","02/10/2021","476,015","10,954","8,888","687","0","0"
"02/18/2021","AL","02/11/2021","02/17/2021","483,177","7,162","9,347","459","0","0"
"02/25/2021","AL","02/18/2021","02/24/2021","490,165","6,988","9,741","394","0","0"
"03/04/2021","AL","02/25/2021","03/03/2021","497,144","6,979","10,026","285","0","0"
"03/11/2021","AL","03/04/2021","03/10/2021","501,400","4,256","10,219","193","0","0"
"03/18/2021","AL","03/11/2021","03/17/2021","509,465","8,065","10,360","141","0","0"
"03/25/2021","AL","03/18/2021","03/24/2021","512,669","3,204","10,481","121","0","0"
"04/01/2021","AL","03/25/2021","03/31/2021","515,353","2,684","10,547","66","0","0"
"04/08/2021","AL","04/01/2021","04/07/2021","517,448","2,095","10,650","103","0","0"
"04/15/2021","AL","04/08/2021","04/14/2021","520,759","3,311","10,725","75","0","0"
"04/22/2021","AL","04/15/2021","04/21/2021","524,305","3,546","10,799","74","0","0"
"04/29/2021","AL","04/22/2021","04/28/2021","527,085","2,780","10,876","77","0","0"
"05/06/2021","AL","04/29/2021","05/05/2021","529,459","2,374","10,928","52","0","0"
"05/13/2021","AL","05/06/2021","05/12/2021","531,748","2,289","10,993","65","0","0"
"05/20/2021","AL","05/13/2021","05/19/2021","540,890","9,142","11,040","47","0","0"
"05/27/2021","AL","05/20/2021","05/26/2021","542,828","1,938","11,132","92","0","0"
"06/03/2021","AL","05/27/2021","06/02/2021","544,588","1,760","11,161","29","0","0"
"06/10/2021","AL","06/03/2021","06/09/2021","546,829","2,241","11,241","80","0","0"
"06/17/2021","AL","06/10/2021","06/16/2021","548,305","1,476","11,280","39","0","0"
"06/24/2021","AL","06/17/2021","06/23/2021","549,396","1,091","11,318","38","0","0"
"07/01/2021","AL","06/24/2021","06/30/2021","550,979","1,583","11,350","32","0","0"
"07/08/2021","AL","07/01/2021","07/07/2021","552,911","1,932","11,386","36","0","0"
"07/15/2021","AL","07/08/2021","07/14/2021","556,613","3,702","11,426","40","0","0"
"07/22/2021","AL","07/15/2021","07/21/2021","563,944","7,331","11,459","33","0","0"
"07/29/2021","AL","07/22/2021","07/28/2021","577,463","13,519","11,508","49","0","0"
"08/05/2021","AL","07/29/2021","08/04/2021","595,816","18,353","11,560","52","0","0"
"08/12/2021","AL","08/05/2021","08/11/2021","619,752","23,936","11,689","129","0","0"
"08/19/2021","AL","08/12/2021","08/18/2021","645,851","26,099","11,872","183","0","0"
"08/26/2021","AL","08/19/2021","08/25/2021","665,653","19,802","12,000","128","0","0"
"09/02/2021","AL","08/26/2021","09/01/2021","704,420","38,767","12,292","292","0","0"
"09/09/2021","AL","09/02/2021","09/08/2021","732,154","27,734","12,487","195","0","0"
"09/16/2021","AL","09/09/2021","09/15/2021","757,893","25,739","12,784","297","0","0"
"09/23/2021","AL","09/16/2021","09/22/2021","778,549","20,656","13,665","881","0","0"
"09/30/2021","AL","09/23/2021","09/29/2021","794,773","16,224","14,200","535","0","0"
"10/07/2021","AL","09/30/2021","10/06/2021","804,251","9,478","14,612","412","0","0"
"10/14/2021","AL","10/07/2021","10/13/2021","810,500","6,249","14,979","367","0","0"
"10/21/2021","AL","10/14/2021","10/20/2021","815,998","5,498","15,308","329","0","0"
"10/28/2021","AL","10/21/2021","10/27/2021","828,643","12,645","15,432","124","0","0"
"11/04/2021","AL","10/28/2021","11/03/2021","833,481","4,838","15,668","236","0","0"
"11/11/2021","AL","11/04/2021","11/10/2021","837,339","3,858","15,910","242","0","0"
"11/18/2021","AL","11/11/2021","11/17/2021","840,934","3,595","16,020","110","0","0"
"11/25/2021","AL","11/18/2021","11/24/2021","844,206","3,272","16,099","79","0","0"
"12/02/2021","AL","11/25/2021","12/01/2021","846,306","2,100","16,140","41","0","0"
"12/09/2021","AL","12/02/2021","12/08/2021","850,098","3,792","16,201","61","0","0"
"12/16/2021","AL","12/09/2021","12/15/2021","854,884","4,786","16,303","102","0","0"
"12/23/2021","AL","12/16/2021","12/22/2021","861,110","6,226","16,378","75","0","0"
"12/30/2021","AL","12/23/2021","12/29/2021","880,307","19,197","16,453","75","0","0"
"01/06/2022","AL","12/30/2021","01/05/2022","932,250","51,943","16,502","49","0","0"
"01/13/2022","AL","01/06/2022","01/12/2022","1,004,622","72,372","16,640","138","0","0"
"01/20/2022","AL","01/13/2022","01/19/2022","1,088,370","83,748","16,756","116","0","0"
"01/27/2022","AL","01/20/2022","01/26/2022","1,161,930","73,560","16,914","158","0","0"
"02/03/2022","AL","01/27/2022","02/02/2022","1,229,300","67,370","17,215","301","0","0"
"02/10/2022","AL","02/03/2022","02/09/2022","1,254,032","24,732","17,452","237","0","0"
"02/17/2022","AL","02/10/2022","02/16/2022","1,267,908","13,876","17,748","296","0","0"
"02/24/2022","AL","02/17/2022","02/23/2022","1,275,357","7,449","18,006","258","0","0"
"03/03/2022","AL","02/24/2022","03/02/2022","1,281,606","6,249","18,334","328","0","0"
"03/10/2022","AL","03/03/2022","03/09/2022","1,287,823","6,217","18,694","360","0","0"
"03/17/2022","AL","03/10/2022","03/16/2022","1,290,138","2,315","18,944","250","0","0"
"03/24/2022","AL","03/17/2022","03/23/2022","1,291,927","1,789","19,167","223","0","0"
"03/31/2022","AL","03/24/2022","03/30/2022","1,295,015","3,088","19,284","117","0","0"
"04/07/2022","AL","03/31/2022","04/06/2022","1,296,286","1,271","19,370","86","0","0"
"04/14/2022","AL","04/07/2022","04/13/2022","1,297,392","1,106","19,440","70","0","0"
"04/21/2022","AL","04/14/2022","04/20/2022","1,298,637","1,245","19,523","83","0","0"
"04/28/2022","AL","04/21/2022","04/27/2022","1,300,274","1,637","19,558","35","0","0"
"05/05/2022","AL","04/28/2022","05/04/2022","1,301,804","1,530","19,590","32","0","0"
"05/12/2022","AL","05/05/2022","05/11/2022","1,303,827","2,023","19,606","16","0","0"
"05/19/2022","AL","05/12/2022","05/18/2022","1,306,662","2,835","19,633","27","0","0"
"05/26/2022","AL","05/19/2022","05/25/2022","1,310,521","3,859","19,651","18","0","0"
"06/02/2022","AL","05/26/2022","06/01/2022","1,315,934","5,413","19,664","13","0","0"
"06/09/2022","AL","06/02/2022","06/08/2022","1,322,957","7,023","19,676","12","0","0"
"06/16/2022","AL","06/09/2022","06/15/2022","1,331,452","8,495","19,696","20","0","0"
"06/23/2022","AL","06/16/2022","06/22/2022","1,342,150","10,698","19,722","26","0","0"
"06/30/2022","AL","06/23/2022","06/29/2022","1,355,340","13,190","19,740","18","0","0"
"07/07/2022","AL","06/30/2022","07/06/2022","1,367,570","12,230","19,766","26","0","0"
"07/14/2022","AL","07/07/2022","07/13/2022","1,384,836","17,266","19,812","46","0","0"
"07/21/2022","AL","07/14/2022","07/20/2022","1,401,893","17,057","19,852","40","0","0"
"07/28/2022","AL","07/21/2022","07/27/2022","1,419,075","17,182","19,890","38","0","0"
"08/04/2022","AL","07/28/2022","08/03/2022","1,424,411","5,336","19,891","1","0","0"
"08/11/2022","AL","08/04/2022","08/10/2022","1,436,458","12,047","19,974","83","0","0"
"08/18/2022","AL","08/11/2022","08/17/2022","1,449,812","13,354","20,026","52","0","0"
"08/25/2022","AL","08/18/2022","08/24/2022","1,463,933","14,121","20,041","15","0","0"
"09/01/2022","AL","08/25/2022","08/31/2022","1,479,605","15,672","20,048","7","0","0"
"09/08/2022","AL","09/01/2022","09/07/2022","1,494,300","14,695","20,160","112","0","0"
"09/15/2022","AL","09/08/2022","09/14/2022","1,504,180","9,880","20,239","79","0","0"
"09/22/2022","AL","09/15/2022","09/21/2022","1,512,134","7,954","20,322","83","0","0"
"09/29/2022","AL","09/22/2022","09/28/2022","1,517,904","5,770","20,395","73","0","0"
"10/06/2022","AL","09/29/2022","10/05/2022","1,522,135","4,231","20,422","27","0","0"
"10/13/2022","AL","10/06/2022","10/12/2022","1,525,724","3,589","20,473","51","0","0"
"10/20/2022","AL","10/13/2022","10/19/2022","1,528,739","3,015","20,505","32","0","0"
"10/27/2022","AL","10/20/2022","10/26/2022","1,531,305","2,566","20,533","28","0","0"
"11/03/2022","AL","10/27/2022","11/02/2022","1,534,287","2,982","20,558","25","0","0"
"11/10/2022","AL","11/03/2022","11/09/2022","1,540,329","6,042","20,608","50","0","0"
"11/17/2022","AL","11/10/2022","11/16/2022","1,542,227","1,898","20,617","9","0","0"
"11/24/2022","AL","11/17/2022","11/23/2022","1,545,099","2,872","20,631","14","0","0"
"12/01/2022","AL","11/24/2022","11/30/2022","1,549,285","4,186","20,652","21","0","0"
