date_updated,state,start_date,end_date,tot_cases,new_cases,tot_deaths,new_deaths,new_historic_cases,new_historic_deaths,state_full
02/23/2023,AZ,2023-02-16,2023-02-22,2434631.0,3716.0,33042.0,39.0,23150.0,0.0,arizona
12/22/2022,LA,2022-12-15,2022-12-21,1507707.0,4041.0,18345.0,21.0,21397.0,0.0,louisiana
02/23/2023,GA,2023-02-16,2023-02-22,3061141.0,5298.0,42324.0,88.0,6800.0,0.0,georgia
03/30/2023,LA,2023-03-23,2023-03-29,1588259.0,2203.0,18858.0,23.0,5347.0,0.0,louisiana
02/02/2023,LA,2023-01-26,2023-02-01,1548508.0,5725.0,18572.0,47.0,4507.0,0.0,louisiana
03/23/2023,LA,2023-03-16,2023-03-22,1580709.0,1961.0,18835.0,35.0,2239.0,0.0,louisiana
04/27/2023,LA,2023-04-20,2023-04-26,1597070.0,1884.0,18937.0,25.0,949.0,0.0,louisiana
03/16/2023,NV,2023-03-09,2023-03-15,891702.0,1233.0,11937.0,15.0,347.0,0.0,nevada
05/11/2023,FL,2023-05-04,2023-05-10,7572282.0,6937.0,88248.0,0.0,0.0,1109.0,florida
10/27/2022,NYC,2022-10-20,2022-10-26,2928439.0,14590.0,42863.0,91.0,0.0,557.0,
09/29/2022,KS,2022-09-22,2022-09-28,878474.0,2593.0,9554.0,-3.0,0.0,469.0,kansas
02/09/2023,VA,2023-02-02,2023-02-08,2268016.0,8270.0,23452.0,25.0,0.0,299.0,virginia
12/08/2022,OK,2022-12-01,2022-12-07,1225630.0,5242.0,15319.0,0.0,0.0,273.0,oklahoma
02/16/2023,VA,2023-02-09,2023-02-15,2275330.0,7314.0,23587.0,73.0,0.0,62.0,virginia
04/27/2023,IL,2023-04-20,2023-04-26,4131816.0,4192.0,41970.0,60.0,0.0,44.0,illinois
11/03/2022,DC,2022-10-27,2022-11-02,170041.0,332.0,1397.0,0.0,0.0,5.0,
11/10/2022,DC,2022-11-03,2022-11-09,170482.0,441.0,1402.0,0.0,0.0,5.0,
11/03/2022,KS,2022-10-27,2022-11-02,889485.0,2385.0,9622.0,13.0,0.0,1.0,kansas
05/28/2020,AK,2020-05-21,2020-05-27,427.0,23.0,10.0,0.0,0.0,0.0,alaska
06/04/2020,AK,2020-05-28,2020-06-03,518.0,91.0,10.0,0.0,0.0,0.0,alaska
06/11/2020,AK,2020-06-04,2020-06-10,616.0,98.0,11.0,1.0,0.0,0.0,alaska
06/18/2020,AK,2020-06-11,2020-06-17,713.0,97.0,12.0,1.0,0.0,0.0,alaska
06/25/2020,AK,2020-06-18,2020-06-24,821.0,108.0,12.0,0.0,0.0,0.0,alaska
07/02/2020,AK,2020-06-25,2020-07-01,1020.0,199.0,13.0,1.0,0.0,0.0,alaska
07/09/2020,AK,2020-07-02,2020-07-08,1273.0,253.0,16.0,3.0,0.0,0.0,alaska
07/16/2020,AK,2020-07-09,2020-07-15,1694.0,421.0,16.0,0.0,0.0,0.0,alaska
07/23/2020,AK,2020-07-16,2020-07-22,2202.0,508.0,18.0,2.0,0.0,0.0,alaska
07/30/2020,AK,2020-07-23,2020-07-29,2886.0,684.0,21.0,3.0,0.0,0.0,alaska
08/06/2020,AK,2020-07-30,2020-08-05,3487.0,601.0,25.0,4.0,0.0,0.0,alaska
08/13/2020,AK,2020-08-06,2020-08-12,3978.0,491.0,27.0,2.0,0.0,0.0,alaska
08/20/2020,AK,2020-08-13,2020-08-19,4536.0,558.0,29.0,2.0,0.0,0.0,alaska
08/27/2020,AK,2020-08-20,2020-08-26,5001.0,465.0,36.0,7.0,0.0,0.0,alaska
09/03/2020,AK,2020-08-27,2020-09-02,5475.0,474.0,38.0,2.0,0.0,0.0,alaska
09/10/2020,AK,2020-09-03,2020-09-09,6022.0,547.0,41.0,3.0,0.0,0.0,alaska
09/17/2020,AK,2020-09-10,2020-09-16,6551.0,529.0,43.0,2.0,0.0,0.0,alaska
09/24/2020,AK,2020-09-17,2020-09-23,7193.0,642.0,44.0,1.0,0.0,0.0,alaska
10/01/2020,AK,2020-09-24,2020-09-30,8026.0,833.0,55.0,11.0,0.0,0.0,alaska
10/08/2020,AK,2020-10-01,2020-10-07,9046.0,1020.0,59.0,4.0,0.0,0.0,alaska
10/15/2020,AK,2020-10-08,2020-10-14,10387.0,1341.0,64.0,5.0,0.0,0.0,alaska
10/22/2020,AK,2020-10-15,2020-10-21,11925.0,1538.0,68.0,4.0,0.0,0.0,alaska
10/29/2020,AK,2020-10-22,2020-10-28,14539.0,2614.0,71.0,3.0,0.0,0.0,alaska
11/05/2020,AK,2020-10-29,2020-11-04,17266.0,2727.0,86.0,15.0,0.0,0.0,alaska
11/12/2020,AK,2020-11-05,2020-11-11,20864.0,3598.0,98.0,12.0,0.0,0.0,alaska
11/19/2020,AK,2020-11-12,2020-11-18,25180.0,4316.0,102.0,4.0,0.0,0.0,alaska
11/26/2020,AK,2020-11-19,2020-11-25,29292.0,4112.0,118.0,16.0,0.0,0.0,alaska
12/03/2020,AK,2020-11-26,2020-12-02,33816.0,4524.0,123.0,5.0,0.0,0.0,alaska
12/10/2020,AK,2020-12-03,2020-12-09,38438.0,4622.0,150.0,27.0,0.0,0.0,alaska
12/17/2020,AK,2020-12-10,2020-12-16,41855.0,3417.0,180.0,30.0,0.0,0.0,alaska
12/24/2020,AK,2020-12-17,2020-12-23,44078.0,2223.0,196.0,16.0,0.0,0.0,alaska
12/31/2020,AK,2020-12-24,2020-12-30,45802.0,1724.0,203.0,7.0,0.0,0.0,alaska
01/07/2021,AK,2020-12-31,2021-01-06,47828.0,2026.0,220.0,17.0,0.0,0.0,alaska
01/14/2021,AK,2021-01-07,2021-01-13,49801.0,1973.0,226.0,6.0,0.0,0.0,alaska
01/21/2021,AK,2021-01-14,2021-01-20,51178.0,1377.0,253.0,27.0,0.0,0.0,alaska
01/28/2021,AK,2021-01-21,2021-01-27,52359.0,1181.0,261.0,8.0,0.0,0.0,alaska
02/04/2021,AK,2021-01-28,2021-02-03,53305.0,946.0,279.0,18.0,0.0,0.0,alaska
02/11/2021,AK,2021-02-04,2021-02-10,54294.0,989.0,280.0,1.0,0.0,0.0,alaska
02/18/2021,AK,2021-02-11,2021-02-17,55101.0,807.0,288.0,8.0,0.0,0.0,alaska
02/25/2021,AK,2021-02-18,2021-02-24,55986.0,885.0,289.0,1.0,0.0,0.0,alaska
03/04/2021,AK,2021-02-25,2021-03-03,56862.0,876.0,301.0,12.0,0.0,0.0,alaska
03/11/2021,AK,2021-03-04,2021-03-10,57772.0,910.0,303.0,2.0,0.0,0.0,alaska
03/18/2021,AK,2021-03-11,2021-03-17,58686.0,914.0,305.0,2.0,0.0,0.0,alaska
03/25/2021,AK,2021-03-18,2021-03-24,59630.0,944.0,310.0,5.0,0.0,0.0,alaska
04/01/2021,AK,2021-03-25,2021-03-31,60816.0,1186.0,311.0,1.0,0.0,0.0,alaska
04/08/2021,AK,2021-04-01,2021-04-07,62024.0,1208.0,311.0,0.0,0.0,0.0,alaska
04/15/2021,AK,2021-04-08,2021-04-14,63137.0,1113.0,312.0,1.0,0.0,0.0,alaska
04/22/2021,AK,2021-04-15,2021-04-21,64283.0,1146.0,332.0,20.0,0.0,0.0,alaska
04/29/2021,AK,2021-04-22,2021-04-28,65325.0,1042.0,344.0,12.0,0.0,0.0,alaska
05/06/2021,AK,2021-04-29,2021-05-05,66056.0,731.0,345.0,1.0,0.0,0.0,alaska
05/13/2021,AK,2021-05-06,2021-05-12,66621.0,565.0,350.0,5.0,0.0,0.0,alaska
05/20/2021,AK,2021-05-13,2021-05-19,67074.0,453.0,366.0,16.0,0.0,0.0,alaska
05/27/2021,AK,2021-05-20,2021-05-26,67371.0,297.0,366.0,0.0,0.0,0.0,alaska
06/03/2021,AK,2021-05-27,2021-06-02,67601.0,230.0,366.0,0.0,0.0,0.0,alaska
06/10/2021,AK,2021-06-03,2021-06-09,67786.0,185.0,366.0,0.0,0.0,0.0,alaska
06/17/2021,AK,2021-06-10,2021-06-16,67941.0,155.0,370.0,4.0,0.0,0.0,alaska
06/24/2021,AK,2021-06-17,2021-06-23,68178.0,237.0,371.0,1.0,0.0,0.0,alaska
07/01/2021,AK,2021-06-24,2021-06-30,68435.0,257.0,374.0,3.0,0.0,0.0,alaska
07/08/2021,AK,2021-07-01,2021-07-07,68748.0,313.0,374.0,0.0,0.0,0.0,alaska
07/15/2021,AK,2021-07-08,2021-07-14,69320.0,572.0,378.0,4.0,0.0,0.0,alaska
07/22/2021,AK,2021-07-15,2021-07-21,70519.0,1199.0,379.0,1.0,0.0,0.0,alaska
07/29/2021,AK,2021-07-22,2021-07-28,72065.0,1546.0,383.0,4.0,0.0,0.0,alaska
08/05/2021,AK,2021-07-29,2021-08-04,73957.0,1892.0,390.0,7.0,0.0,0.0,alaska
08/12/2021,AK,2021-08-05,2021-08-11,76069.0,2112.0,397.0,7.0,0.0,0.0,alaska
08/19/2021,AK,2021-08-12,2021-08-18,79070.0,3001.0,409.0,12.0,0.0,0.0,alaska
08/26/2021,AK,2021-08-19,2021-08-25,82427.0,3357.0,435.0,26.0,0.0,0.0,alaska
09/02/2021,AK,2021-08-26,2021-09-01,86078.0,3651.0,445.0,10.0,0.0,0.0,alaska
09/09/2021,AK,2021-09-02,2021-09-08,90342.0,4264.0,453.0,8.0,0.0,0.0,alaska
09/16/2021,AK,2021-09-09,2021-09-15,95229.0,4887.0,465.0,12.0,0.0,0.0,alaska
09/23/2021,AK,2021-09-16,2021-09-22,101487.0,6258.0,478.0,13.0,0.0,0.0,alaska
09/30/2021,AK,2021-09-23,2021-09-29,109923.0,8436.0,563.0,85.0,0.0,0.0,alaska
10/07/2021,AK,2021-09-30,2021-10-06,115667.0,5744.0,581.0,18.0,0.0,0.0,alaska
10/14/2021,AK,2021-10-07,2021-10-13,121844.0,6177.0,608.0,27.0,0.0,0.0,alaska
10/21/2021,AK,2021-10-14,2021-10-20,127374.0,5530.0,687.0,79.0,0.0,0.0,alaska
10/28/2021,AK,2021-10-21,2021-10-27,131999.0,4625.0,712.0,25.0,0.0,0.0,alaska
11/04/2021,AK,2021-10-28,2021-11-03,136133.0,4134.0,733.0,21.0,0.0,0.0,alaska
11/11/2021,AK,2021-11-04,2021-11-10,139524.0,3391.0,827.0,94.0,0.0,0.0,alaska
11/18/2021,AK,2021-11-11,2021-11-17,142443.0,2919.0,838.0,11.0,0.0,0.0,alaska
11/25/2021,AK,2021-11-18,2021-11-24,144792.0,2349.0,866.0,28.0,0.0,0.0,alaska
12/02/2021,AK,2021-11-25,2021-12-01,146508.0,1716.0,877.0,11.0,0.0,0.0,alaska
12/09/2021,AK,2021-12-02,2021-12-08,148018.0,1510.0,882.0,5.0,0.0,0.0,alaska
12/16/2021,AK,2021-12-09,2021-12-15,149237.0,1219.0,885.0,3.0,0.0,0.0,alaska
12/23/2021,AK,2021-12-16,2021-12-22,150283.0,1046.0,972.0,87.0,0.0,0.0,alaska
12/30/2021,AK,2021-12-23,2021-12-29,152363.0,2080.0,974.0,2.0,0.0,0.0,alaska
01/06/2022,AK,2021-12-30,2022-01-05,157886.0,5523.0,975.0,1.0,0.0,0.0,alaska
01/13/2022,AK,2022-01-06,2022-01-12,170052.0,12166.0,981.0,6.0,0.0,0.0,alaska
01/20/2022,AK,2022-01-13,2022-01-19,185787.0,15735.0,1047.0,66.0,0.0,0.0,alaska
01/27/2022,AK,2022-01-20,2022-01-26,202626.0,16839.0,1077.0,30.0,0.0,0.0,alaska
02/03/2022,AK,2022-01-27,2022-02-02,216048.0,13422.0,1089.0,12.0,0.0,0.0,alaska
02/10/2022,AK,2022-02-03,2022-02-09,224165.0,8117.0,1110.0,21.0,0.0,0.0,alaska
02/17/2022,AK,2022-02-10,2022-02-16,228123.0,3958.0,1137.0,27.0,0.0,0.0,alaska
02/24/2022,AK,2022-02-17,2022-02-23,230807.0,2684.0,1159.0,22.0,0.0,0.0,alaska
03/03/2022,AK,2022-02-24,2022-03-02,232898.0,2091.0,1187.0,28.0,0.0,0.0,alaska
03/10/2022,AK,2022-03-03,2022-03-09,235338.0,2440.0,1197.0,10.0,0.0,0.0,alaska
03/17/2022,AK,2022-03-10,2022-03-16,236745.0,1407.0,1198.0,1.0,0.0,0.0,alaska
03/24/2022,AK,2022-03-17,2022-03-23,238168.0,1423.0,1215.0,17.0,0.0,0.0,alaska
03/31/2022,AK,2022-03-24,2022-03-30,239613.0,1445.0,1224.0,9.0,0.0,0.0,alaska
04/07/2022,AK,2022-03-31,2022-04-06,240990.0,1377.0,1224.0,0.0,0.0,0.0,alaska
04/14/2022,AK,2022-04-07,2022-04-13,242227.0,1237.0,1230.0,6.0,0.0,0.0,alaska
04/21/2022,AK,2022-04-14,2022-04-20,243740.0,1513.0,1243.0,13.0,0.0,0.0,alaska
04/28/2022,AK,2022-04-21,2022-04-27,245165.0,1425.0,1247.0,4.0,0.0,0.0,alaska
05/05/2022,AK,2022-04-28,2022-05-04,246582.0,1417.0,1248.0,1.0,0.0,0.0,alaska
05/12/2022,AK,2022-05-05,2022-05-11,248121.0,1539.0,1259.0,11.0,0.0,0.0,alaska
05/19/2022,AK,2022-05-12,2022-05-18,249818.0,1697.0,1270.0,11.0,0.0,0.0,alaska
05/26/2022,AK,2022-05-19,2022-05-25,251699.0,1881.0,1270.0,0.0,0.0,0.0,alaska
06/02/2022,AK,2022-05-26,2022-06-01,253643.0,1944.0,1270.0,0.0,0.0,0.0,alaska
06/09/2022,AK,2022-06-02,2022-06-08,255700.0,2057.0,1270.0,0.0,0.0,0.0,alaska
06/16/2022,AK,2022-06-09,2022-06-15,257682.0,1982.0,1270.0,0.0,0.0,0.0,alaska
06/23/2022,AK,2022-06-16,2022-06-22,259819.0,2137.0,1270.0,0.0,0.0,0.0,alaska
06/30/2022,AK,2022-06-23,2022-06-29,262585.0,2766.0,1270.0,0.0,0.0,0.0,alaska
07/07/2022,AK,2022-06-30,2022-07-06,264573.0,1988.0,1270.0,0.0,0.0,0.0,alaska
07/14/2022,AK,2022-07-07,2022-07-13,266706.0,2133.0,1275.0,5.0,0.0,0.0,alaska
07/21/2022,AK,2022-07-14,2022-07-20,269051.0,2345.0,1275.0,0.0,0.0,0.0,alaska
07/28/2022,AK,2022-07-21,2022-07-27,271101.0,2050.0,1275.0,0.0,0.0,0.0,alaska
08/04/2022,AK,2022-07-28,2022-08-03,273674.0,2573.0,1275.0,0.0,0.0,0.0,alaska
08/11/2022,AK,2022-08-04,2022-08-10,275542.0,1868.0,1296.0,21.0,0.0,0.0,alaska
08/18/2022,AK,2022-08-11,2022-08-17,277007.0,1465.0,1296.0,0.0,0.0,0.0,alaska
08/25/2022,AK,2022-08-18,2022-08-24,278680.0,1673.0,1304.0,8.0,0.0,0.0,alaska
09/01/2022,AK,2022-08-25,2022-08-31,279888.0,1208.0,1304.0,0.0,0.0,0.0,alaska
09/08/2022,AK,2022-09-01,2022-09-07,280767.0,879.0,1304.0,0.0,0.0,0.0,alaska
09/15/2022,AK,2022-09-08,2022-09-14,281717.0,950.0,1329.0,25.0,0.0,0.0,alaska
09/22/2022,AK,2022-09-15,2022-09-21,282361.0,644.0,1329.0,0.0,0.0,0.0,alaska
09/29/2022,AK,2022-09-22,2022-09-28,282911.0,550.0,1329.0,0.0,0.0,0.0,alaska
10/06/2022,AK,2022-09-29,2022-10-05,283548.0,637.0,1356.0,27.0,0.0,0.0,alaska
10/13/2022,AK,2022-10-06,2022-10-12,284059.0,511.0,1356.0,0.0,0.0,0.0,alaska
10/20/2022,AK,2022-10-13,2022-10-19,284406.0,347.0,1356.0,0.0,0.0,0.0,alaska
10/27/2022,AK,2022-10-20,2022-10-26,284785.0,379.0,1376.0,20.0,0.0,0.0,alaska
11/03/2022,AK,2022-10-27,2022-11-02,285144.0,359.0,1376.0,0.0,0.0,0.0,alaska
11/10/2022,AK,2022-11-03,2022-11-09,285343.0,199.0,1376.0,0.0,0.0,0.0,alaska
11/17/2022,AK,2022-11-10,2022-11-16,285733.0,390.0,1399.0,23.0,0.0,0.0,alaska
11/24/2022,AK,2022-11-17,2022-11-23,286163.0,430.0,1399.0,0.0,0.0,0.0,alaska
12/01/2022,AK,2022-11-24,2022-11-30,286561.0,398.0,1399.0,0.0,0.0,0.0,alaska
12/08/2022,AK,2022-12-01,2022-12-07,287057.0,496.0,1399.0,0.0,0.0,0.0,alaska
12/15/2022,AK,2022-12-08,2022-12-14,287411.0,354.0,1399.0,0.0,0.0,0.0,alaska
12/22/2022,AK,2022-12-15,2022-12-21,287791.0,380.0,1418.0,19.0,0.0,0.0,alaska
12/29/2022,AK,2022-12-22,2022-12-28,288123.0,332.0,1418.0,0.0,0.0,0.0,alaska
01/05/2023,AK,2022-12-29,2023-01-04,288494.0,371.0,1418.0,0.0,0.0,0.0,alaska
01/12/2023,AK,2023-01-05,2023-01-11,288964.0,470.0,1418.0,0.0,0.0,0.0,alaska
01/19/2023,AK,2023-01-12,2023-01-18,289613.0,649.0,1418.0,0.0,0.0,0.0,alaska
01/26/2023,AK,2023-01-19,2023-01-25,290267.0,654.0,1436.0,18.0,0.0,0.0,alaska
02/02/2023,AK,2023-01-26,2023-02-01,291060.0,793.0,1436.0,0.0,0.0,0.0,alaska
02/09/2023,AK,2023-02-02,2023-02-08,291752.0,692.0,1436.0,0.0,0.0,0.0,alaska
02/16/2023,AK,2023-02-09,2023-02-15,292538.0,786.0,1436.0,0.0,0.0,0.0,alaska
02/23/2023,AK,2023-02-16,2023-02-22,293313.0,775.0,1449.0,13.0,0.0,0.0,alaska
03/02/2023,AK,2023-02-23,2023-03-01,293761.0,448.0,1449.0,0.0,0.0,0.0,alaska
03/09/2023,AK,2023-03-02,2023-03-08,294343.0,582.0,1449.0,0.0,0.0,0.0,alaska
03/16/2023,AK,2023-03-09,2023-03-15,294791.0,448.0,1449.0,0.0,0.0,0.0,alaska
03/23/2023,AK,2023-03-16,2023-03-22,295287.0,496.0,1449.0,0.0,0.0,0.0,alaska
03/30/2023,AK,2023-03-23,2023-03-29,295801.0,514.0,1468.0,19.0,0.0,0.0,alaska
04/06/2023,AK,2023-03-30,2023-04-05,296202.0,401.0,1468.0,0.0,0.0,0.0,alaska
04/13/2023,AK,2023-04-06,2023-04-12,296560.0,358.0,1468.0,0.0,0.0,0.0,alaska
04/20/2023,AK,2023-04-13,2023-04-19,296921.0,361.0,1468.0,0.0,0.0,0.0,alaska
04/27/2023,AK,2023-04-20,2023-04-26,297201.0,280.0,1468.0,0.0,0.0,0.0,alaska
05/04/2023,AK,2023-04-27,2023-05-03,297389.0,188.0,1468.0,0.0,0.0,0.0,alaska
05/11/2023,AK,2023-05-04,2023-05-10,297588.0,199.0,1468.0,0.0,0.0,0.0,alaska
01/23/2020,AL,2020-01-16,2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,alabama
01/30/2020,AL,2020-01-23,2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,alabama
02/06/2020,AL,2020-01-30,2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,alabama
02/13/2020,AL,2020-02-06,2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,alabama
02/20/2020,AL,2020-02-13,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,alabama
02/27/2020,AL,2020-02-20,2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,alabama
03/05/2020,AL,2020-02-27,2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,alabama
03/12/2020,AL,2020-03-05,2020-03-11,3.0,3.0,0.0,0.0,0.0,0.0,alabama
03/19/2020,AL,2020-03-12,2020-03-18,61.0,58.0,0.0,0.0,0.0,0.0,alabama
03/26/2020,AL,2020-03-19,2020-03-25,472.0,411.0,1.0,1.0,0.0,0.0,alabama
04/02/2020,AL,2020-03-26,2020-04-01,1175.0,703.0,26.0,25.0,0.0,0.0,alabama
04/09/2020,AL,2020-04-02,2020-04-08,2614.0,1439.0,65.0,39.0,0.0,0.0,alabama
04/16/2020,AL,2020-04-09,2020-04-15,4307.0,1693.0,110.0,45.0,0.0,0.0,alabama
04/23/2020,AL,2020-04-16,2020-04-22,5692.0,1385.0,193.0,83.0,0.0,0.0,alabama
04/30/2020,AL,2020-04-23,2020-04-29,6979.0,1287.0,255.0,62.0,0.0,0.0,alabama
05/07/2020,AL,2020-04-30,2020-05-06,8769.0,1790.0,341.0,86.0,0.0,0.0,alabama
05/14/2020,AL,2020-05-07,2020-05-13,10822.0,2053.0,448.0,107.0,0.0,0.0,alabama
05/21/2020,AL,2020-05-14,2020-05-20,13186.0,2364.0,522.0,74.0,0.0,0.0,alabama
05/28/2020,AL,2020-05-21,2020-05-27,16263.0,3077.0,583.0,61.0,0.0,0.0,alabama
06/04/2020,AL,2020-05-28,2020-06-03,18954.0,2691.0,650.0,67.0,0.0,0.0,alabama
06/11/2020,AL,2020-06-04,2020-06-10,22659.0,3705.0,742.0,92.0,0.0,0.0,alabama
06/18/2020,AL,2020-06-11,2020-06-17,27941.0,5282.0,787.0,45.0,0.0,0.0,alabama
06/25/2020,AL,2020-06-18,2020-06-24,32878.0,4937.0,886.0,99.0,0.0,0.0,alabama
07/02/2020,AL,2020-06-25,2020-07-01,39647.0,6769.0,974.0,88.0,0.0,0.0,alabama
07/09/2020,AL,2020-07-02,2020-07-08,48149.0,8502.0,1058.0,84.0,0.0,0.0,alabama
07/16/2020,AL,2020-07-09,2020-07-15,60194.0,12045.0,1210.0,152.0,0.0,0.0,alabama
07/23/2020,AL,2020-07-16,2020-07-22,72594.0,12400.0,1364.0,154.0,0.0,0.0,alabama
07/30/2020,AL,2020-07-23,2020-07-29,84652.0,12058.0,1539.0,175.0,0.0,0.0,alabama
08/06/2020,AL,2020-07-30,2020-08-05,95323.0,10671.0,1694.0,155.0,0.0,0.0,alabama
08/13/2020,AL,2020-08-06,2020-08-12,104219.0,8896.0,1879.0,185.0,0.0,0.0,alabama
08/20/2020,AL,2020-08-13,2020-08-19,111696.0,7477.0,1942.0,63.0,0.0,0.0,alabama
08/27/2020,AL,2020-08-20,2020-08-26,119904.0,8208.0,2043.0,101.0,0.0,0.0,alabama
09/03/2020,AL,2020-08-27,2020-09-02,128240.0,8336.0,2211.0,168.0,0.0,0.0,alabama
09/10/2020,AL,2020-09-03,2020-09-09,134061.0,5821.0,2281.0,70.0,0.0,0.0,alabama
09/17/2020,AL,2020-09-10,2020-09-16,140423.0,6362.0,2386.0,105.0,0.0,0.0,alabama
09/24/2020,AL,2020-09-17,2020-09-23,146897.0,6474.0,2465.0,79.0,0.0,0.0,alabama
10/01/2020,AL,2020-09-24,2020-09-30,154772.0,7875.0,2530.0,65.0,0.0,0.0,alabama
10/08/2020,AL,2020-10-01,2020-10-07,161085.0,6313.0,2602.0,72.0,0.0,0.0,alabama
10/15/2020,AL,2020-10-08,2020-10-14,168620.0,7535.0,2706.0,104.0,0.0,0.0,alabama
10/22/2020,AL,2020-10-15,2020-10-21,176605.0,7985.0,2826.0,120.0,0.0,0.0,alabama
10/29/2020,AL,2020-10-22,2020-10-28,188775.0,12170.0,2909.0,83.0,0.0,0.0,alabama
11/05/2020,AL,2020-10-29,2020-11-04,198927.0,10152.0,3003.0,94.0,0.0,0.0,alabama
11/12/2020,AL,2020-11-05,2020-11-11,208637.0,9710.0,3198.0,195.0,0.0,0.0,alabama
11/19/2020,AL,2020-11-12,2020-11-18,223488.0,14851.0,3343.0,145.0,0.0,0.0,alabama
11/26/2020,AL,2020-11-19,2020-11-25,239318.0,15830.0,3528.0,185.0,0.0,0.0,alabama
12/03/2020,AL,2020-11-26,2020-12-02,256828.0,17510.0,3708.0,180.0,0.0,0.0,alabama
12/10/2020,AL,2020-12-03,2020-12-09,280187.0,23359.0,3982.0,274.0,0.0,0.0,alabama
12/17/2020,AL,2020-12-10,2020-12-16,305640.0,25453.0,4196.0,214.0,0.0,0.0,alabama
12/24/2020,AL,2020-12-17,2020-12-23,334569.0,28929.0,4585.0,389.0,0.0,0.0,alabama
12/31/2020,AL,2020-12-24,2020-12-30,356820.0,22251.0,4774.0,189.0,0.0,0.0,alabama
01/07/2021,AL,2020-12-31,2021-01-06,384185.0,27365.0,4987.0,213.0,0.0,0.0,alabama
01/14/2021,AL,2021-01-07,2021-01-13,410996.0,26811.0,5752.0,765.0,0.0,0.0,alabama
01/21/2021,AL,2021-01-14,2021-01-20,429655.0,18659.0,6281.0,529.0,0.0,0.0,alabama
01/28/2021,AL,2021-01-21,2021-01-27,449087.0,19432.0,7169.0,888.0,0.0,0.0,alabama
02/04/2021,AL,2021-01-28,2021-02-03,465061.0,15974.0,8201.0,1032.0,0.0,0.0,alabama
02/11/2021,AL,2021-02-04,2021-02-10,476015.0,10954.0,8888.0,687.0,0.0,0.0,alabama
02/18/2021,AL,2021-02-11,2021-02-17,483177.0,7162.0,9347.0,459.0,0.0,0.0,alabama
02/25/2021,AL,2021-02-18,2021-02-24,490165.0,6988.0,9741.0,394.0,0.0,0.0,alabama
03/04/2021,AL,2021-02-25,2021-03-03,497144.0,6979.0,10026.0,285.0,0.0,0.0,alabama
03/11/2021,AL,2021-03-04,2021-03-10,501400.0,4256.0,10219.0,193.0,0.0,0.0,alabama
03/18/2021,AL,2021-03-11,2021-03-17,509465.0,8065.0,10360.0,141.0,0.0,0.0,alabama
03/25/2021,AL,2021-03-18,2021-03-24,512669.0,3204.0,10481.0,121.0,0.0,0.0,alabama
04/01/2021,AL,2021-03-25,2021-03-31,515353.0,2684.0,10547.0,66.0,0.0,0.0,alabama
04/08/2021,AL,2021-04-01,2021-04-07,517448.0,2095.0,10650.0,103.0,0.0,0.0,alabama
04/15/2021,AL,2021-04-08,2021-04-14,520759.0,3311.0,10725.0,75.0,0.0,0.0,alabama
04/22/2021,AL,2021-04-15,2021-04-21,524305.0,3546.0,10799.0,74.0,0.0,0.0,alabama
04/29/2021,AL,2021-04-22,2021-04-28,527085.0,2780.0,10876.0,77.0,0.0,0.0,alabama
05/06/2021,AL,2021-04-29,2021-05-05,529459.0,2374.0,10928.0,52.0,0.0,0.0,alabama
05/13/2021,AL,2021-05-06,2021-05-12,531748.0,2289.0,10993.0,65.0,0.0,0.0,alabama
05/20/2021,AL,2021-05-13,2021-05-19,540890.0,9142.0,11040.0,47.0,0.0,0.0,alabama
05/27/2021,AL,2021-05-20,2021-05-26,542828.0,1938.0,11132.0,92.0,0.0,0.0,alabama
06/03/2021,AL,2021-05-27,2021-06-02,544588.0,1760.0,11161.0,29.0,0.0,0.0,alabama
06/10/2021,AL,2021-06-03,2021-06-09,546829.0,2241.0,11241.0,80.0,0.0,0.0,alabama
06/17/2021,AL,2021-06-10,2021-06-16,548305.0,1476.0,11280.0,39.0,0.0,0.0,alabama
06/24/2021,AL,2021-06-17,2021-06-23,549396.0,1091.0,11318.0,38.0,0.0,0.0,alabama
07/01/2021,AL,2021-06-24,2021-06-30,550979.0,1583.0,11350.0,32.0,0.0,0.0,alabama
07/08/2021,AL,2021-07-01,2021-07-07,552911.0,1932.0,11386.0,36.0,0.0,0.0,alabama
07/15/2021,AL,2021-07-08,2021-07-14,556613.0,3702.0,11426.0,40.0,0.0,0.0,alabama
07/22/2021,AL,2021-07-15,2021-07-21,563944.0,7331.0,11459.0,33.0,0.0,0.0,alabama
07/29/2021,AL,2021-07-22,2021-07-28,577463.0,13519.0,11508.0,49.0,0.0,0.0,alabama
08/05/2021,AL,2021-07-29,2021-08-04,595816.0,18353.0,11560.0,52.0,0.0,0.0,alabama
08/12/2021,AL,2021-08-05,2021-08-11,619752.0,23936.0,11689.0,129.0,0.0,0.0,alabama
08/19/2021,AL,2021-08-12,2021-08-18,645851.0,26099.0,11872.0,183.0,0.0,0.0,alabama
